id,content,showNote
1466,"Hear @bentlegen's unique career path from graphics drivers to web dev + his experiences at Disqus, Freshbooks & Sentry!",244
1467,Learn how Sentry evolved from a Django plugin to a complex React/TypeScript app with 100K+ lines of code!,244
1468,"Hear @bentlegen's war stories about the wild west days of JavaScript running on others' websites!",244
1469,Find out how remote work is changing the Canadian software landscape with @bentlegen!,244
1470,"Get @bentlegen's pro tips on fully converting large apps to TypeScript - it takes rigor and avoiding refactors!",244
1471,"Want examples of large JS apps? Check out @getsentry and WordPress's Calypso - both huge open source React/TypeScript codebases!",244
1472,"The Fetch API is coming to Node.js! 🎉 Learn when and how you'll be able to use it in the latest episode of Syntax.",245
1473,"JSON modules are on their way! 📦 Find out how you'll be able to import JSON directly in JavaScript.",245
1474,Pipe syntax could make chaining JavaScript functions way cleaner. Learn about the pipeline operator proposal on the newest Syntax podcast.,245
1475,BigInts got you down? 🤯 New math methods are proposed to make working with really big numbers easier.,245
1476,Template literals getting you cooked? 🍳 String.cooked may help parse those bad boys. More in the newest Syntax episode.,245
1477,Do HTML menu and nav tags really differ? @SyntaxFM debates proper semantic usage.,246
1478,"Where should you securely store 2FA recovery codes? @SyntaxFM won't tell you directly, but discusses pros and cons of options.",246
1479,"@SyntaxFM explores getting unstuck from tutorial purgatory and knowing when you're ready for a junior web dev role.",246
1480,"Are frameworks like @NextJS removing too much complexity? @SyntaxFM argues they don't abstract away enough.",246
1481,.@remix_run vs @SvelteKit? @SyntaxFM debates differences and whether one makes the other obsolete.,246
1482,Keeping up with new web tech overwhelming? @SyntaxFM shares strategies like reading release notes and finding experts to follow.,246
1483,"Want to know what's coming down the pipeline in your favorite OSS projects? 🕵️‍♂️Here's how to spelunk those repos for intel on new features and changes!",247
1484,"Stay ahead of breaking changes in OSS projects you use by snooping around RFCs, issues, PRs, and following project contributors on Twitter. We'll show you how on the latest Syntax podcast!",247
1485,"Getting surprised by breaking changes in OSS sucks. 😣 Learn our pro tips for peeking into project repos to get the inside scoop on what's coming next!",247
1486,"Curious what new features are coming to your fave frameworks and libraries? We'll teach you how to dig into RFCs, issues, PRs and Twitter to find out on Syntax podcast!",247
1487,"Want the 411 on upcoming changes to React, Vue, Svelte etc? Check the RFCs, issues, PRs and follow project leads on Twitter. More pro tips on Syntax podcast!",247
1488,"Don't get blindsided by breaking changes in OSS projects. Learn how to lurk RFCs, issues, PRs and Twitter to stay looped in on the latest developments.",247
1489,Josh Wardle (@powerlanguish) joins to discuss creating the viral hit Wordle with vanilla JS and web components. An amazing story of building something for fun that exploded.,248
1490,"Hear the origins and growth timeline of Wordle, Josh's background, the tech stack, and lessons learned like: focus on humans, authenticity enables virality, and the importance of UI juice.",248
1491,"If you've played Wordle, you'll love this deep dive with its creator Josh Wardle. We cover the tech behind it, his thoughts on growth and ethics, the sale to NYT, and more. Don't miss it!",248
1492,"The Wordle origin story you've been waiting for 👇 Creator Josh Wardle joins us to share how he built it, why it went viral, monetization philosophy, sale to NYT, and even some dev lessons learned along the way.",248
1493,"Wordle creator Josh Wardle tells the origin story behind the viral hit. Learn how he built it with vanilla JS/web components, growth timeline, avoiding ads, dealing with copycats, sale to NYT, and more!",248
1494,"Did you know Wordle was built by a single dev for fun, with no ads or tracking? Creator Josh Wardle joins us to share the viral growth story, sale to NYT, lessons learned, and thoughts on ethics in tech.",248
1495,"From art major to product manager to software dev, hear the winding career path of Wordle creator Josh Wardle. He joins to share the viral game's origin story, growth, tech details, sale to NYT and more on Syntax podcast.",248
1496,"The ultimate smackdown between traditional, serverless and Cloudflare Workers for your Node servers! 🥊",249
1497,Having issues with third party APIs in your projects? We discuss solutions using your own serverless functions. 🤯,249
1498,"Find out why JSDOM doesn't work in Cloudflare Workers and how to work around it. 😱",249
1499,"Get Wes and Scott's tips on structuring your code to make migrating between servers easier. 💡",249
1500,"Learn when serverless functions are and aren't a good choice compared to traditional Node hosting. 🌎",249
1501,Thinking of moving your API to Cloudflare Workers? Understand the limitations before you dive in! 🚧,249
1502,Get your portfolio reviewed on the show! Just submit it to https://syntax.fm/show/syntax-highlight @sintaxfm @wesbos,250
1503,"Learn how small tweaks to typography, color, and animation can take your portfolio from good to great! @sintaxfm @wesbos",250
1504,"Having a strong 'about me' section is crucial - distill what you do into just a couple sentences @sintaxfm @wesbos",250
1505,Protip: add your skills/experience in a simple list format. Skip the overused progress bars! @sintaxfm @wesbos,250
1506,"Good portfolios showcase your personality and interests, not just skills. @sintaxfm @wesbos",250
1507,Skip the complex animations and focus on site speed. Fast load times are vital these days! @sintaxfm @wesbos,250
1508,"Little touches like favicon, 404 pages, and hover effects show attention to detail in your portfolio @sintaxfm @wesbos",250
1509,Ensure your portfolio site is usable without CSS at all via proper semantic HTML @sintaxfm @wesbos,250
1510,Have a friend take some pro photos of you for the about section - default to selfies hurts the polish @sintaxfm @wesbos,250
1511,Devs: squash that beef and be a team! Here are tips for working together toward your goals. #webdev,251
1512,"Avoid developer ego trips! Tips on listening, learning, and constructive communication for your team. #developers #teams",251
1513,"Great teammates respect each other's code and celebrate wins together. Here's how: #javascript",251
1514,"Don't insult your teammates through their code. Be constructive and egoless in code reviews. #webdev #teams",251
1515,Junior devs: listen and discuss respectfully. Senior devs: clarify requirements. Tips for teamwork: #webdevelopment,251
1516,Learn all about monorepos and managing multiple packages in one repo with @wesbos and @stolinski! #monorepo,252
1517,"Curious about tools like Turborepo, NX and Lerna for monorepos? We break it down on the latest Syntax podcast!",252
1518,"If you've got a complex JS project with multiple packages, you need a monorepo. @wesbos and @stolinski discuss how they work on Syntax.",252
1519,"Hear @wesbos and @stolinski nerd out hard on monorepos, workspaces, Turborepo, NX and more on the latest Syntax podcast!",252
1520,Managing a JS project with multiple packages? Monorepos to the rescue! Learn all about them on the latest Syntax podcast.,252
1521,Upgrading your #NodeJS dependencies? Follow these tips from @wesbos and @stolinski for a smooth update 🧵,253
1522,"Minor updates should be backwards compatible, but major version bumps often introduce breaking changes. Always check those release notes! 📝",253
1523,Use tools like npm-check-updates to scan for available updates. Then commit after each batch of changes so you can easily roll back if needed. 🛠️,253
1524,TypeScript is your friend during upgrades! It will yell at you if APIs no longer exist. 🚨,253
1525,Monitor errors closely after deploying updated dependencies - tools like Sentry can alert you to any regressions. 👀,253
1526,"Hope for the best, but have a plan to fix issues moving forward vs rolling back. Future you will thank you! 🙌",253
1527,"Dependency updates inevitable, but following a process like @wesbos's will make them less painful. Patch, minor, major, test, repeat! 🔁",253
1528,"Want to improve your skills in 2022? @SyntaxFM has great advice for beginner, intermediate, and advanced devs on what to focus on.",254
